file,isLeela,isFry,isBender
Futurama_7_00313.png,0,0,1
Futurama_3_22609.png,1,1,0
Futurama_1_08641.png,1,1,0
Futurama_6_16393.png,0,1,0
Futurama_4_14785.png,0,0,0
Futurama_2_28105.png,0,1,0
Futurama_4_11521.png,1,0,0
Futurama_4_01249.png,1,1,0
Futurama_1_09241.png,1,0,0
Futurama_6_15433.png,1,1,1
Futurama_6_16801.png,0,1,0
Futurama_6_25321.png,0,1,0
Futurama_1_03169.png,0,1,0
Futurama_6_26593.png,0,1,0
Futurama_5_22489.png,1,1,1
Futurama_2_24865.png,0,0,0
Futurama_3_30913.png,0,0,0
Futurama_1_07393.png,0,1,0
Futurama_1_01873.png,0,1,0
Futurama_3_00481.png,0,0,0
Futurama_2_15217.png,0,0,0
Futurama_4_06337.png,0,1,0
Futurama_4_21457.png,0,1,1
Futurama_5_13081.png,0,1,0
Futurama_1_27793.png,0,0,0
Futurama_6_25537.png,0,1,0
Futurama_4_05473.png,0,0,1
Futurama_6_21865.png,0,0,0
Futurama_4_21217.png,1,0,0
Futurama_2_05905.png,0,1,0
Futurama_3_26137.png,0,1,0
Futurama_4_27961.png,1,0,0
Futurama_1_19177.png,0,0,0
Futurama_7_30913.png,0,0,0
Futurama_1_13105.png,0,0,0
Futurama_2_06937.png,0,0,1
Futurama_2_15577.png,0,0,0
Futurama_2_12313.png,1,1,1
Futurama_5_06961.png,0,0,0
Futurama_4_07177.png,0,0,0
Futurama_1_05425.png,0,0,0
Futurama_1_18553.png,1,0,0
Futurama_2_29065.png,0,0,0
Futurama_2_14977.png,1,1,0
Futurama_1_03601.png,0,1,0
Futurama_5_07273.png,0,0,1
Futurama_2_22873.png,1,1,0
Futurama_6_24625.png,0,0,0
Futurama_3_05833.png,1,1,1
Futurama_6_09721.png,0,0,1
Futurama_2_13225.png,0,1,1
Futurama_6_03769.png,0,0,0
Futurama_4_27121.png,1,0,0
Futurama_2_30673.png,0,0,0
Futurama_4_15769.png,1,0,0
Futurama_7_27121.png,0,1,1
Futurama_1_29305.png,1,1,0
Futurama_4_08329.png,1,0,0
Futurama_6_16993.png,0,1,0
Futurama_2_29377.png,0,0,1
Futurama_7_24265.png,0,0,1
Futurama_5_12217.png,1,1,0
Futurama_6_06793.png,0,0,0
Futurama_6_00721.png,0,0,0
Futurama_6_23113.png,0,0,0
Futurama_5_18457.png,0,0,0
Futurama_6_07849.png,0,0,1
Futurama_6_16897.png,0,1,0
Futurama_1_30649.png,0,0,0
Futurama_3_09265.png,0,1,1
Futurama_3_23521.png,0,0,1
Futurama_5_05425.png,0,0,1
Futurama_6_09529.png,0,1,0
Futurama_4_02689.png,0,1,0
Futurama_4_00985.png,0,0,0
Futurama_2_06745.png,1,1,1
Futurama_2_02209.png,0,0,0
Futurama_1_07633.png,1,1,0
Futurama_5_30697.png,0,0,0
Futurama_2_29929.png,0,0,0
Futurama_6_24385.png,0,1,0
Futurama_2_30745.png,0,0,0
Futurama_3_28369.png,0,0,0
Futurama_7_15577.png,1,0,0
Futurama_7_01345.png,0,0,0
Futurama_3_10657.png,1,0,1
Futurama_3_30793.png,0,0,0
Futurama_4_12625.png,0,0,0
Futurama_6_27097.png,0,1,0
Futurama_7_24241.png,0,0,1
Futurama_3_26737.png,1,1,1
Futurama_1_12697.png,0,0,0
Futurama_5_11833.png,0,0,0
Futurama_3_26665.png,1,1,0
Futurama_7_05977.png,0,0,0
Futurama_4_15553.png,0,0,0
Futurama_4_30433.png,0,0,0
Futurama_1_16849.png,0,0,0
Futurama_7_30481.png,0,0,0
Futurama_5_21529.png,0,1,1
Futurama_1_18625.png,1,0,0
Futurama_6_16705.png,0,1,0
Futurama_6_14617.png,1,1,0
Futurama_6_05641.png,1,0,1
Futurama_3_07777.png,0,0,1
Futurama_2_19897.png,0,0,1
Futurama_2_31225.png,0,0,0
Futurama_2_13201.png,0,0,0
Futurama_7_00337.png,0,0,1
Futurama_6_03481.png,1,1,1
Futurama_3_18793.png,1,1,1
Futurama_6_02953.png,1,1,0
Futurama_5_04513.png,0,0,1
Futurama_5_24865.png,0,0,0
Futurama_7_24961.png,1,0,0
Futurama_2_13729.png,0,0,0
Futurama_1_30217.png,0,0,0
Futurama_5_24121.png,0,0,0
Futurama_4_13393.png,1,0,0
Futurama_5_12673.png,1,1,0
Futurama_3_10249.png,0,0,0
Futurama_6_23521.png,0,0,0
Futurama_5_03073.png,1,1,1
Futurama_4_03673.png,1,0,1
Futurama_5_14857.png,1,1,0
Futurama_1_04105.png,0,1,0
Futurama_5_13849.png,1,1,0
Futurama_3_30049.png,0,1,1
Futurama_5_31081.png,0,0,0
Futurama_2_16585.png,1,1,0
Futurama_4_16273.png,1,0,0
Futurama_4_23401.png,1,1,0
Futurama_4_19969.png,1,0,0
Futurama_7_25801.png,0,1,0
Futurama_7_03289.png,0,0,0
Futurama_5_07489.png,1,1,0
Futurama_5_03553.png,1,1,1
Futurama_7_03793.png,0,0,0
Futurama_4_22345.png,0,1,0
Futurama_7_21745.png,0,1,1
Futurama_7_16033.png,0,0,0
Futurama_6_02041.png,0,1,0
Futurama_6_10873.png,0,0,0
Futurama_6_03601.png,0,1,0
Futurama_3_19705.png,0,0,1
Futurama_1_07705.png,1,1,0
Futurama_6_09673.png,1,1,1
Futurama_3_05377.png,0,1,1
Futurama_2_25009.png,1,1,1
Futurama_6_17137.png,1,1,0
Futurama_7_22105.png,0,0,0
Futurama_1_31297.png,0,0,0
Futurama_2_08137.png,1,1,1
Futurama_1_00913.png,0,1,0
Futurama_3_01417.png,0,0,0
Futurama_5_24913.png,0,0,0
Futurama_7_01009.png,0,0,1
Futurama_7_14977.png,0,0,0
Futurama_6_23209.png,0,1,0
Futurama_4_19465.png,0,0,0
Futurama_6_24145.png,0,1,0
Futurama_7_23569.png,0,1,1
Futurama_4_29185.png,0,0,0
Futurama_6_18913.png,0,0,0
Futurama_3_03001.png,1,0,1
Futurama_1_19033.png,0,0,1
Futurama_7_16633.png,0,0,0
Futurama_3_00577.png,0,0,0
Futurama_4_23809.png,0,0,0
Futurama_6_02401.png,0,1,0
Futurama_3_03385.png,0,0,0
Futurama_6_18145.png,0,1,0
Futurama_3_26089.png,1,1,0
Futurama_6_23257.png,0,1,0
Futurama_3_17473.png,0,1,1
Futurama_7_15865.png,0,1,0
Futurama_7_17905.png,1,1,0
Futurama_2_16177.png,0,0,1
Futurama_5_23473.png,0,0,0
Futurama_1_25441.png,0,0,0
Futurama_4_04321.png,1,0,1
Futurama_5_24457.png,1,1,0
Futurama_3_17449.png,0,1,1
Futurama_1_12481.png,0,1,1
Futurama_4_03913.png,0,1,0
Futurama_6_17569.png,1,1,1
Futurama_5_27961.png,1,1,1
Futurama_2_17113.png,1,1,0
Futurama_1_22465.png,0,1,1
Futurama_3_07297.png,0,1,1
Futurama_2_05017.png,0,1,0
Futurama_3_27673.png,0,0,1
Futurama_6_17041.png,1,0,0
Futurama_5_10201.png,1,1,0
Futurama_7_00025.png,0,0,0
Futurama_6_07729.png,0,0,1
Futurama_2_31081.png,0,0,0
Futurama_7_20785.png,0,0,0
Futurama_4_04921.png,1,0,1
Futurama_3_07369.png,0,0,1
Futurama_5_12649.png,1,1,0
Futurama_7_28321.png,0,1,0
Futurama_4_28345.png,1,0,1
Futurama_7_06985.png,0,1,0
Futurama_1_04969.png,0,0,0
Futurama_7_27697.png,0,1,1
Futurama_5_18073.png,1,0,0
Futurama_4_18769.png,0,0,0
Futurama_3_04105.png,0,1,0
Futurama_7_05617.png,1,1,0
Futurama_4_11257.png,1,1,1
Futurama_2_02881.png,1,0,0
Futurama_1_18865.png,1,0,0
Futurama_5_11185.png,0,0,0
Futurama_6_17761.png,0,1,0
Futurama_7_24913.png,1,0,0
Futurama_3_25801.png,0,0,1
Futurama_4_04465.png,1,0,1
Futurama_3_21601.png,0,0,1
Futurama_5_16681.png,1,0,0
Futurama_5_30601.png,0,0,0
Futurama_2_27937.png,0,1,0
Futurama_6_09985.png,1,0,1
Futurama_1_12793.png,0,1,1
Futurama_1_30145.png,0,1,0
Futurama_4_22177.png,0,0,1
Futurama_5_03241.png,0,0,1
Futurama_1_20281.png,0,1,1
Futurama_2_25033.png,1,1,1
Futurama_5_06457.png,0,0,1
Futurama_4_16825.png,1,0,0
Futurama_6_02209.png,0,0,0
Futurama_4_13489.png,0,0,0
Futurama_1_17641.png,1,0,0
Futurama_6_14809.png,0,0,0
Futurama_5_02305.png,0,0,0
Futurama_2_15889.png,0,0,0
Futurama_2_30265.png,0,0,1
Futurama_1_18769.png,1,0,0
Futurama_6_12145.png,0,0,1
Futurama_4_25777.png,1,1,0
Futurama_2_05641.png,0,0,1
Futurama_1_26161.png,1,1,1
Futurama_2_22681.png,1,1,0
Futurama_7_05161.png,0,1,0
Futurama_1_16297.png,1,1,1
Futurama_3_19801.png,0,0,1
Futurama_6_21457.png,0,0,0
Futurama_6_15073.png,0,1,0
Futurama_7_08233.png,0,0,0
Futurama_3_03121.png,1,0,1
Futurama_6_07345.png,0,0,0
Futurama_1_06577.png,1,1,0
Futurama_7_26473.png,0,1,1
Futurama_4_20401.png,1,0,0
Futurama_5_10489.png,0,1,1
Futurama_7_29977.png,0,0,0
Futurama_1_23353.png,1,1,1
Futurama_5_15025.png,0,0,0
Futurama_7_17713.png,1,1,0
Futurama_6_30457.png,0,0,0
Futurama_7_06937.png,0,1,0
Futurama_1_21073.png,0,1,1
Futurama_7_05281.png,0,1,0
Futurama_1_01681.png,0,1,0
Futurama_4_05233.png,1,0,1
Futurama_3_01177.png,1,1,1
Futurama_6_24553.png,0,0,0
Futurama_5_27889.png,0,0,0
Futurama_3_04465.png,0,0,0
Futurama_1_14641.png,0,1,1
Futurama_4_21313.png,1,1,1
Futurama_7_01321.png,0,0,0
Futurama_5_21745.png,1,1,1
Futurama_5_27697.png,1,1,1
Futurama_4_29113.png,0,0,0
Futurama_5_11449.png,1,1,0
Futurama_1_27697.png,1,0,1
Futurama_4_01513.png,1,1,0
Futurama_4_27889.png,1,1,0
Futurama_7_30409.png,0,0,0
Futurama_5_13345.png,1,1,0
Futurama_2_23449.png,0,0,0
Futurama_3_29641.png,0,0,1
Futurama_5_24505.png,1,1,0
Futurama_4_00673.png,0,0,0
Futurama_1_09841.png,0,1,0
Futurama_3_05713.png,1,1,1
Futurama_2_29473.png,0,0,1
Futurama_7_10993.png,0,0,0
Futurama_1_25201.png,0,0,0
Futurama_1_09121.png,0,1,0
Futurama_7_28681.png,1,1,0
Futurama_6_13537.png,1,1,1
Futurama_3_22321.png,1,0,0
Futurama_5_20809.png,0,0,1
Futurama_7_24025.png,0,0,1
Futurama_2_03145.png,0,0,0
Futurama_5_23785.png,1,1,0
Futurama_3_20833.png,0,1,1
Futurama_2_08809.png,0,1,0
Futurama_6_01993.png,0,0,0
Futurama_2_25801.png,0,0,0
Futurama_7_11137.png,0,1,0
Futurama_3_13633.png,0,0,0
Futurama_7_18625.png,0,1,0
Futurama_6_30265.png,0,0,0
Futurama_7_23161.png,0,0,0
Futurama_5_29977.png,1,1,1
Futurama_4_05881.png,1,0,0
Futurama_4_15289.png,0,0,0
Futurama_4_24145.png,0,0,0
Futurama_6_00433.png,0,0,0
Futurama_1_01801.png,0,0,0
Futurama_1_27193.png,0,1,0
Futurama_3_09385.png,0,1,0
Futurama_6_15625.png,0,0,0
Futurama_1_17497.png,0,0,0
Futurama_2_07513.png,1,1,1
Futurama_6_28345.png,0,1,0
Futurama_1_08809.png,1,0,0
Futurama_3_22225.png,0,0,0
Futurama_5_07921.png,0,0,1
Futurama_7_27529.png,0,1,0
Futurama_7_27505.png,0,1,1
Futurama_7_08857.png,1,1,1
Futurama_4_13537.png,1,0,0
Futurama_2_22801.png,1,1,0
Futurama_6_10825.png,0,1,0
Futurama_6_13513.png,1,1,1
Futurama_6_14065.png,0,0,0
Futurama_2_11041.png,0,1,0
Futurama_5_30841.png,0,0,0
Futurama_4_26209.png,0,1,0
Futurama_6_23185.png,0,1,0
Futurama_4_16105.png,1,0,0
Futurama_2_07297.png,1,1,1
Futurama_5_20545.png,0,0,1
Futurama_1_15025.png,0,0,1
Futurama_7_13609.png,0,1,0
Futurama_1_08017.png,0,1,0
Futurama_4_04369.png,1,0,1
Futurama_1_08689.png,1,1,0
Futurama_7_04825.png,0,0,0
Futurama_6_15721.png,0,0,0
Futurama_5_28681.png,1,1,1
Futurama_6_04465.png,1,0,0
Futurama_2_05329.png,0,1,0
Futurama_1_27217.png,0,1,0
Futurama_2_02425.png,0,0,0
Futurama_3_03529.png,0,0,0
Futurama_2_02809.png,0,1,0
Futurama_1_10105.png,0,0,0
Futurama_4_24937.png,1,1,1
Futurama_4_15145.png,0,0,0
Futurama_5_16705.png,0,0,0
Futurama_2_09673.png,1,0,0
Futurama_6_09745.png,0,0,1
Futurama_5_06025.png,0,0,0
Futurama_5_05713.png,1,1,1
Futurama_2_22609.png,0,1,0
Futurama_2_02161.png,0,0,0
Futurama_6_29737.png,1,1,1
Futurama_6_06433.png,0,0,0
Futurama_3_11257.png,1,1,0
Futurama_2_11401.png,0,0,1
Futurama_7_04729.png,1,1,1
Futurama_5_06697.png,0,1,0
Futurama_3_16657.png,1,1,0
Futurama_6_21913.png,0,0,0
Futurama_4_09817.png,0,0,0
Futurama_1_31033.png,0,0,0
Futurama_6_06649.png,0,0,0
Futurama_4_28177.png,1,1,1
Futurama_7_25345.png,0,1,1
Futurama_4_00025.png,0,0,0
Futurama_6_01441.png,0,1,0
Futurama_6_19849.png,0,0,0
Futurama_7_18697.png,1,0,0
Futurama_2_06769.png,1,1,1
Futurama_2_08041.png,1,0,0
Futurama_1_26641.png,1,1,1
Futurama_2_02065.png,0,0,0
Futurama_3_28561.png,0,1,1
Futurama_1_18697.png,0,1,0
Futurama_5_03697.png,0,0,0
Futurama_6_28129.png,0,0,0
Futurama_1_03841.png,0,1,0
Futurama_2_30553.png,0,0,0
Futurama_3_20185.png,0,1,1
Futurama_4_04081.png,0,1,0
Futurama_6_07753.png,0,0,1
Futurama_4_13969.png,1,0,0
Futurama_3_27505.png,0,1,1
Futurama_7_27601.png,0,1,0
Futurama_5_15193.png,0,0,0
Futurama_1_10465.png,0,1,0
Futurama_3_15217.png,0,1,1
Futurama_3_14041.png,0,0,0
Futurama_7_27409.png,0,1,1
Futurama_2_05617.png,0,0,1
Futurama_2_04969.png,0,0,0
Futurama_5_29497.png,1,1,0
Futurama_7_30745.png,0,0,0
Futurama_7_12601.png,0,1,0
Futurama_6_25801.png,0,0,0
Futurama_2_03001.png,0,0,0
Futurama_5_22921.png,1,1,1
Futurama_2_11353.png,1,1,1
Futurama_7_05041.png,1,1,1
Futurama_2_23089.png,0,0,0
Futurama_6_13777.png,0,0,0
Futurama_4_10321.png,1,0,0
Futurama_5_04873.png,1,0,0
Futurama_5_03145.png,0,0,1
Futurama_6_16129.png,0,1,0
Futurama_2_01441.png,1,1,1
Futurama_6_07873.png,0,0,0
Futurama_6_30673.png,0,0,0
Futurama_7_25153.png,0,0,1
Futurama_6_12193.png,0,0,0
Futurama_6_07129.png,0,1,1
Futurama_6_21361.png,0,0,0
Futurama_5_01753.png,0,0,0
Futurama_4_27625.png,1,0,0
Futurama_3_08305.png,0,1,1
Futurama_3_01657.png,0,1,1
Futurama_2_00793.png,0,0,0
Futurama_3_14017.png,0,0,0
Futurama_7_29449.png,0,1,1
Futurama_2_22129.png,0,0,0
Futurama_6_04825.png,0,1,0
Futurama_6_12001.png,0,1,0
Futurama_2_01849.png,0,0,0
Futurama_4_18937.png,0,0,0
Futurama_2_27361.png,1,1,0
Futurama_7_12049.png,0,1,0
Futurama_2_02569.png,0,0,0
Futurama_4_27049.png,1,0,0
Futurama_4_05425.png,0,0,1
Futurama_3_30097.png,0,1,1
Futurama_2_18409.png,0,0,0
Futurama_3_04657.png,0,0,0
Futurama_2_11449.png,0,0,1
Futurama_7_12073.png,0,0,0
Futurama_2_02449.png,0,0,0
Futurama_4_03025.png,0,1,0
Futurama_1_17593.png,0,1,1
Futurama_1_10297.png,0,1,0
Futurama_2_07609.png,0,1,0
Futurama_4_23521.png,0,0,0
Futurama_4_07009.png,0,0,0
Futurama_6_29953.png,0,0,0
Futurama_7_13129.png,0,0,0
Futurama_5_04009.png,0,0,0
Futurama_4_03265.png,1,0,1
Futurama_1_13489.png,0,1,1
Futurama_5_11473.png,1,1,0
Futurama_1_07513.png,1,0,0
Futurama_5_29761.png,1,1,0
Futurama_4_02449.png,0,0,0
Futurama_2_17185.png,1,1,0
Futurama_7_03961.png,0,0,1
Futurama_5_17665.png,1,1,0
Futurama_7_13105.png,0,0,0
Futurama_2_04609.png,0,0,0
Futurama_2_27049.png,0,0,1
Futurama_4_24553.png,1,1,1
Futurama_6_02617.png,1,1,0
Futurama_1_13321.png,0,0,0
Futurama_6_22273.png,0,0,0
Futurama_4_10705.png,0,0,0
Futurama_7_19657.png,0,0,1
Futurama_2_17593.png,0,0,0
Futurama_3_06385.png,0,0,0
Futurama_5_02689.png,0,0,0
Futurama_4_22321.png,0,1,0
Futurama_6_13657.png,0,0,0
Futurama_2_31345.png,0,0,0
Futurama_7_07225.png,1,1,0
Futurama_4_11929.png,1,0,0
Futurama_1_18961.png,0,0,0
Futurama_5_19753.png,0,0,1
Futurama_4_20161.png,1,0,0
Futurama_3_31129.png,0,0,0
Futurama_2_09889.png,0,1,0
Futurama_2_20161.png,0,0,1
Futurama_6_30505.png,0,0,0
Futurama_3_12217.png,1,1,1
Futurama_3_28729.png,0,1,1
Futurama_7_01273.png,0,0,1
Futurama_3_31345.png,0,0,0
Futurama_5_07681.png,0,0,1
Futurama_2_06529.png,1,1,0
Futurama_3_18721.png,1,1,0
Futurama_4_21025.png,0,0,0
Futurama_3_28297.png,0,0,0
Futurama_2_17713.png,1,1,0
Futurama_6_24193.png,0,1,0
Futurama_7_10441.png,1,1,0
Futurama_3_30001.png,0,1,1
Futurama_5_05521.png,1,1,1
Futurama_4_26473.png,0,0,0
Futurama_3_18457.png,0,0,1
Futurama_3_24793.png,1,0,1
Futurama_1_11833.png,0,1,1
Futurama_6_06937.png,0,0,0
Futurama_1_29401.png,0,0,0
Futurama_6_03745.png,1,1,1
Futurama_4_18577.png,1,0,0
Futurama_6_11233.png,0,1,0
Futurama_3_25873.png,0,0,1
Futurama_3_11089.png,1,1,0
Futurama_4_14953.png,0,0,0
Futurama_4_13921.png,1,0,0
Futurama_5_17593.png,1,1,0
Futurama_3_15625.png,0,1,1
Futurama_7_00409.png,0,0,1
Futurama_2_17785.png,1,1,0
Futurama_3_14233.png,1,1,1
Futurama_6_14449.png,0,0,0
Futurama_4_04201.png,1,0,1
Futurama_1_15673.png,0,1,0
Futurama_7_09721.png,0,0,0
Futurama_2_18385.png,1,1,0
Futurama_4_15601.png,0,0,0
Futurama_6_24913.png,0,1,0
Futurama_6_20641.png,0,0,0
Futurama_1_04657.png,0,0,0
Futurama_1_18025.png,0,0,0
Futurama_1_10033.png,0,1,0
Futurama_3_03649.png,1,0,1
Futurama_5_11737.png,1,1,0
Futurama_6_04033.png,0,0,1
